fecha,indicador,valor,unidad,fuente
2005-01-01,icg_utdt,2.351,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-12-01,icg_utdt,2.429,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-11-01,icg_utdt,2.46,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-10-01,icg_utdt,2.267,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-09-01,icg_utdt,2.131,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-08-01,icg_utdt,2.071,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-07-01,icg_utdt,2.488,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-06-01,icg_utdt,2.685,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-05-01,icg_utdt,2.635,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-04-01,icg_utdt,2.678,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-03-01,icg_utdt,3.142,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-02-01,icg_utdt,3.316,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2004-01-01,icg_utdt,2.985,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-12-01,icg_utdt,2.653,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-11-01,icg_utdt,2.785,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-10-01,icg_utdt,2.921,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-09-01,icg_utdt,2.873,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-08-01,icg_utdt,3.195,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-07-01,icg_utdt,3.263,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-06-01,icg_utdt,3.142,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-05-01,icg_utdt,1.219,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-04-01,icg_utdt,0.843,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-03-01,icg_utdt,0.886,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-02-01,icg_utdt,0.829,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2003-01-01,icg_utdt,0.907,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-12-01,icg_utdt,0.703,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-11-01,icg_utdt,0.718,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-10-01,icg_utdt,0.506,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-09-01,icg_utdt,0.323,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-08-01,icg_utdt,0.424,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-07-01,icg_utdt,0.404,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-06-01,icg_utdt,0.482,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-05-01,icg_utdt,0.467,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-04-01,icg_utdt,0.782,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-03-01,icg_utdt,0.862,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-02-01,icg_utdt,0.983,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2002-01-01,icg_utdt,1.357,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2001-12-01,icg_utdt,0.757,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
2001-11-01,icg_utdt,1.036,índice 0-5 (confianza en el gobierno),"UTDT (ICG, serie XLS)"
